Date,TweetsURL,Users,Source,Location,Tweets,Likes Count,Retweet Count,Tweet Quote_Count,Tweet Reply_Count
2022-09-24 00:15:19+00:00,https://twitter.com/O_MichaelObinna/status/1573466071700471817,O_MichaelObinna,Twitter for iPhone,lagos,It might not be exactly as Bryann said but we will likely get a top4 of 2 level1 and 2 level 2 #BBNaija,7,0,0,1
2022-09-24 00:15:16+00:00,https://twitter.com/Jennydepp00/status/1573466056164769808,Jennydepp00,Twitter for iPhone,"Accra, Ghana","Their  madam is always begging for assurance and to be managed every three market day ,  but it’s sheggz having same conversation that is eating you up … awon oloshiiiiiiiiiii #BBNaija",13,3,1,2
2022-09-24 00:15:07+00:00,https://twitter.com/GiftyNkem/status/1573466021977006081,GiftyNkem,Twitter for iPhone,,"What is all these unnecessary drama for? 
#BBNaija",2,0,0,0
2022-09-24 00:15:06+00:00,https://twitter.com/AnnieMandiko/status/1573466017535229960,AnnieMandiko,Twitter for Android,"Lusaka, Zambia",I want Bryann to cry tears of Joy on that stage on day 72 ...it's a Bryann's win on God!  Vibryannts let's continue gathering numbers and IUCs #BBNaija,28,4,0,0
2022-09-24 00:15:00+00:00,https://twitter.com/chuddi0042/status/1573465991929122816,chuddi0042,Twitter for iPhone,,Phyna revenged Bryann by taking out Hermes babe Allisyn and leaving him lonely 😊 nice teamwork level 2 #bbnaija https://t.co/COndMo4VF5,13,0,0,2
2022-09-24 00:14:55+00:00,https://twitter.com/___Taurean___/status/1573465970798100482,___Taurean___,Twitter for iPhone,,Kayode is something wrong with you?! Move to Bryann immediately!!!!!#BBNaija,32,5,0,0
2022-09-24 00:14:52+00:00,https://twitter.com/UbilamaV/status/1573465959259570182,UbilamaV,Twitter for iPhone,,Groovy and phyna making my night 🤣 #BBNaija,8,0,0,0
2022-09-24 00:14:51+00:00,https://twitter.com/mahnkyle/status/1573465952603328513,mahnkyle,Twitter for Android,"Gaborone, Botswana. ","Chizzy scattered Groophy ship?

#BBNaija",3,0,0,0
2022-09-24 00:14:43+00:00,https://twitter.com/__DiamondStorms/status/1573465921263370251,__DiamondStorms,Twitter for iPhone,"Abuja, Nigeria","Vibryannts don’t play🤣🤣
#bbnaija https://t.co/R2Wxtfs7X5",3,0,0,0
2022-09-24 00:14:39+00:00,https://twitter.com/Iam_Chinvia/status/1573465901525078016,Iam_Chinvia,Twitter Web App,,Is phyna okay she seemed disturbed on that table #bbnaija,6,0,0,1
2022-09-24 00:14:38+00:00,https://twitter.com/Mindfreak06/status/1573465898211581952,Mindfreak06,Twitter for Android,nt in Nigeria.I stay in Heaven,@Uchelyn15 @PatienceMolefe4 Hermes is all in all not only a great leader #BBnaija,2,0,0,0
2022-09-24 00:14:38+00:00,https://twitter.com/ebonixpictures/status/1573465897905315840,ebonixpictures,Twitter for Android,"Lagos, Nigeria","@ChukwuOnyemaec1 @bigfounda @beedaimee @BBNaija I leave you with your conscience if you like go and write epistle about him, he is already doing well than you., #Haters",0,0,0,0
2022-09-24 00:14:32+00:00,https://twitter.com/Ariikeade3/status/1573465874723373068,Ariikeade3,Twitter for iPhone,Egypt ,"God will not allow me to stan a fave that people will not talk about him/her till the show end sha 😂😂😂😂😂

Talk about my fave
Drag my fave
My fave should be the reason you stay up till 7am 😂😂😂

Wahala for who Stan furniture o😂😂😂
#SheggzFC𓃵 
#bbnaija",3,0,0,0
2022-09-24 00:14:26+00:00,https://twitter.com/Inahlottt/status/1573465848567693321,Inahlottt,Twitter for iPhone,9ja today Yankee tomorrow🕛,"Braynn, Daniella and Adekunle having a conversation about who this year winner will be and how laycon won and how they knew he would win, then boom camera turn to Hermes

Na that guy get this year, even we for house don know already 💆🏿‍♂️😂 #BBNaija",10,2,0,1
2022-09-24 00:14:23+00:00,https://twitter.com/That_nupegarl/status/1573465834122526721,That_nupegarl,Twitter for Android,Your shadow ,"Phyna changed bed... Groovy: If u sleep there you're gonna have a night mare🤣🤣🤣 #Phyna𓃰 #PhyNation #GrooPhy
#BBNaija",27,2,0,1
2022-09-24 00:14:18+00:00,https://twitter.com/Redpepp_/status/1573465816577736714,Redpepp_,Twitter for iPhone,,"See I don’t like people that cap. Was he asking her out to be her friend? @dotunoloniyo stop capping abeg

#BBNaija https://t.co/ETJREJ3JSx",0,0,0,5
2022-09-24 00:14:18+00:00,https://twitter.com/Shariebeeh1/status/1573465816489680896,Shariebeeh1,Twitter Web App,,"See them everywhere they’re praying for her friend to go home so that they can ship her with her brother 🤣🤣 Fada lawd o  @DaniellaUPeters 
FOLLOW DANIELLA 
#DaniellaPeters𓃵 
#BBNaija https://t.co/1Ko6lsGGP1",3,0,0,1
2022-09-24 00:14:15+00:00,https://twitter.com/Mindfreak06/status/1573465804305203218,Mindfreak06,Twitter for Android,nt in Nigeria.I stay in Heaven,@PatienceMolefe4 Hermes is really underrated #BBNaija,3,0,0,0
2022-09-24 00:14:03+00:00,https://twitter.com/__DiamondStorms/status/1573465753730293761,__DiamondStorms,Twitter for iPhone,"Abuja, Nigeria",@AtikuNimotalahi @Preshbanks2 @BBNaija Like… so annoying. I dragged him yesterday wella and I guess the drags are paying off. Atleast he is getting good screen time now.,2,0,0,1
2022-09-24 00:14:02+00:00,https://twitter.com/Triciaduchess/status/1573465747694682128,Triciaduchess,Twitter for Android,,"Which kind fave I come get 🤣🤣🤣🤣🤣🤣
#BBNaija",18,0,0,3
2022-09-24 00:14:00+00:00,https://twitter.com/_imnotregular_/status/1573465740421865472,_imnotregular_,Twitter for iPad,United Kingdom,Make una no break biggie door oo #BBNaija,5,0,0,0
2022-09-24 00:13:59+00:00,https://twitter.com/MaNgcob35673617/status/1573465736122597377,MaNgcob35673617,Twitter for Android,Umlazi Durban Kwazulu-Natal,"""I have said so much to you, so much that I shouldn't have""

""I shouldn't have said that to you no matter what, I shouldn't have said that""

""I really want this, I really want this""

BELLA TALKING TO SHEGGZ

#BBNaija #BBNaijaS7",42,13,4,6
2022-09-24 00:13:59+00:00,https://twitter.com/Londiriri1/status/1573465735942242304,Londiriri1,Twitter for iPhone,,Rebellz there’s hope 💃💃💃 #BBNaija https://t.co/WSgFcW5oCy,9,3,0,0
2022-09-24 00:13:59+00:00,https://twitter.com/Somkele5/status/1573465735157907471,Somkele5,Twitter for Android,,"Again please don't come and say Bryann doesn't have content, because u can't want the full show because you have  Curfew 😭...#BBNaija",26,4,0,1
2022-09-24 00:13:56+00:00,https://twitter.com/Shokie01/status/1573465722541539328,Shokie01,Twitter for Android,,Phyna wetin de sup baby😹 #BBNaija,5,0,0,0
2022-09-24 00:13:54+00:00,https://twitter.com/Softyetfirm/status/1573465715989938196,Softyetfirm,Twitter for Android,,Racheal 😂 😂 #BBNaija #BBNaijaS7,2,0,0,1
2022-09-24 00:13:53+00:00,https://twitter.com/Jescahilali/status/1573465710373765131,Jescahilali,Twitter Web App,,Goodnight y'all stay safe🤦🏼‍♀️ #BBNaija,2,0,0,0
2022-09-24 00:13:51+00:00,https://twitter.com/AnnieMandiko/status/1573465702534610952,AnnieMandiko,Twitter for Android,"Lusaka, Zambia","BRYANN IS SPECIAL 

And #BryannIsWinning 📌📌📌

#BBNaija https://t.co/lQ48eDIeuY",8,0,0,0
2022-09-24 00:13:51+00:00,https://twitter.com/positive_stan/status/1573465700965941249,positive_stan,Twitter for Android,,"Whether you like it or not. Daniella and Adekunle will maintain a healthy friendship outside the house. It's the fact both fanbase are cool with it but all these horny dumbass won't let us hear word. Rest o 🙄
 FOLLOW DANIELLA @DaniellaUPeters 
#FireGirlDaniella
#BBNaija",17,3,1,2
2022-09-24 00:13:49+00:00,https://twitter.com/Naa_Jacquie/status/1573465693076455425,Naa_Jacquie,Twitter for Android,"Accra, Ghana","Bella: I want this so much
Sheggz: Me too babe

Na mee go put mouth for una matter 😭😭😭
#BBNaija
#BBNajia",10,1,1,4
2022-09-24 00:13:45+00:00,https://twitter.com/Sarah79975364/status/1573465674399219740,Sarah79975364,Twitter for Android,Delta,"@BBNaija Phyna you are the best and the chosen one for the 💯 Milla, na God we have come a long way no going back without that 💯 Milla any evil plan against you shall not prosper in Jesus name amen you are covered with the blood of Jesus Christ our Lord amen",0,0,0,0
2022-09-24 00:13:44+00:00,https://twitter.com/ForSheggzz/status/1573465674042703876,ForSheggzz,Twitter for Android,,"Sheggz FC is exempted and you know it.
#Bbnaija https://t.co/CPUcRz2E3x",5,0,1,2
2022-09-24 00:13:37+00:00,https://twitter.com/filled_popcorn/status/1573465643101323291,filled_popcorn,Twitter for iPhone,paris she/her,what happened to phyna 😂 #bbnaija,9,0,0,1
2022-09-24 00:13:36+00:00,https://twitter.com/misscarolyn001/status/1573465639691354112,misscarolyn001,Twitter for Android,"Kampala, Uganda 🇺🇬",@iamayebare1 @BBNaija Haha 😆😂😆,0,0,0,0
2022-09-24 00:13:31+00:00,https://twitter.com/_mona_lisaxx/status/1573465618258460672,_mona_lisaxx,Twitter for Android,,"I am really interested in that Bryann Ade and Dani convo. This camera man na mumu😒
#Bbnaija",10,1,0,0
2022-09-24 00:13:28+00:00,https://twitter.com/iamofficialobj/status/1573465606149505033,iamofficialobj,Twitter for Android,On post notification 🔔 ,So Chomzy carry this HOH tittle put for bio😂😂... What if na she come win veto power ??.. #bbnaija #BBNaijaS7 https://t.co/RbreHNNm45,3,0,1,1
2022-09-24 00:13:28+00:00,https://twitter.com/A_OUTKASTZZZ/status/1573465604161523712,A_OUTKASTZZZ,Twitter for iPhone,,Did you guys hear bella say how much she wants the relationship…  #BBNaija,0,1,0,1
2022-09-24 00:13:24+00:00,https://twitter.com/godspremiumbaby/status/1573465586771820546,godspremiumbaby,Twitter for iPhone,"Abuja, Nigeria","The importance of self esteem cannot be overemphasized.. Because nah, why else???? Is it even worth it??😩#BBNaija",5,0,0,1
2022-09-24 00:13:23+00:00,https://twitter.com/dermiey/status/1573465584976658448,dermiey,Twitter for Android,,Groovy and Phyna na clown 🤣🤣🤣 #BBNaija,24,1,0,0
2022-09-24 00:13:18+00:00,https://twitter.com/fisayomiiii/status/1573465563669610496,fisayomiiii,Twitter for Android,"Atlanta, GA",Rebels and Mafias..how far #BBNaija https://t.co/aHV3L2yLTG,6,0,0,1
2022-09-24 00:13:15+00:00,https://twitter.com/Bennyreme1/status/1573465551690768385,Bennyreme1,Twitter for iPhone,,"I said so much, I shouldn’t have, I really want this , we have hurt each other so much

Bella-Sheggz 

Brand builders it might seem as tho we need to pray harder 😏
#bbnaija",20,1,2,3
2022-09-24 00:13:06+00:00,https://twitter.com/NgumMelanie/status/1573465512675246095,NgumMelanie,Twitter for iPhone,Douala,"@Beauty_BBNaija_ Abeg who ring this one 😂😂😂😂 Hanty goan sleep, let phyna fans do what they like.  No be you go tell us wetin we go do. You carry bitter leaf heart cos of man 😂😂😂🚼🚼🚼 Adam 😂😂",0,0,0,0
2022-09-24 00:13:01+00:00,https://twitter.com/Chidinm1234555/status/1573465492379127810,Chidinm1234555,Twitter for iPhone,,Bella said she loves sheggz to death… 😀😀eweleke #BBNaija,1,0,0,1
2022-09-24 00:13:01+00:00,https://twitter.com/queennxrate/status/1573465490516738100,queennxrate,Twitter for Android,,This and pure hearted humans like us really understand shegz and Bella relationship #BBNaija https://t.co/JfARJKkTZw,4,0,0,1
2022-09-24 00:13:00+00:00,https://twitter.com/phlychic_nthabi/status/1573465487383707648,phlychic_nthabi,Twitter for Android,ZA,"Bryann fans are the most toxic fanbase ever this season, am sure to kill they'll even kill, always playing dirty over a competition tueh
They now changing dp as Phyna fans and collecting sims Pretending to be Phynation 🤮 insecure lots #BBNaija https://t.co/8VOuOX2qlk https://t.co/bkTnXLIzl2",2,3,0,2
2022-09-24 00:12:57+00:00,https://twitter.com/LibongoKelepu/status/1573465476063166479,LibongoKelepu,Twitter for iPhone,,He said he knew she would forgive him!? Oh no 😭😭 #BBNaija,6,2,1,2
2022-09-24 00:12:57+00:00,https://twitter.com/Daisydamsel799/status/1573465473139736602,Daisydamsel799,Twitter for iPhone,,"You’re a joker. You think he doesn’t  know? Dude is too street wise to not know what he is doing. He is well aware. Unfortunately for him, no one is buying it. This Sunday, he will collect wotowoto. #bbnaija https://t.co/2WAAGWICQT",2,0,0,1
2022-09-24 00:12:56+00:00,https://twitter.com/hooopppy_/status/1573465469494886430,hooopppy_,Twitter for iPhone,,Phyna left de bed for Groovy 😹😹😹😹… Groovy said she wil have nightmares #BBnaija 😹😹,11,0,0,0
2022-09-24 00:12:55+00:00,https://twitter.com/GirlOnFire001/status/1573465465594183706,GirlOnFire001,Twitter for iPhone,"Pretoria, South Africa",Can it be sunday already 😭#BBNaija,11,4,0,0
2022-09-24 00:12:54+00:00,https://twitter.com/Tc75988930/status/1573465461647343628,Tc75988930,Twitter for iPhone,,Someone that actually heard what she said not this nonsense you people are tweeting. #bbnaija https://t.co/2xHThLK9eI,7,0,0,0
2022-09-24 00:12:47+00:00,https://twitter.com/Officiaazugbene/status/1573465432081694735,Officiaazugbene,Twitter for Android,Nigeria,"Ebuka, a media personality, meets Bill Gates

Ebuka Obi-Uchendu, a media personality and Big Brother Naija host, met Microsoft co-founder and one of the world's wealthiest men, Bill Gates, in New York.

Instagram | ebuka

#bbnaija #africa #naija #nigeria #ebuka https://t.co/itSXrDq4pU",14,1,0,0
2022-09-24 00:12:44+00:00,https://twitter.com/Paris_onye/status/1573465418932551704,Paris_onye,Twitter for Android,Nigeria,"I pity brand builders, let me just focus on my ship.. #BBNaija
#Shella",31,1,0,1
2022-09-24 00:12:41+00:00,https://twitter.com/__DiamondStorms/status/1573465406555160576,__DiamondStorms,Twitter for iPhone,"Abuja, Nigeria",@AtikuNimotalahi @BBNaija Drag the werey🤣,1,0,0,0
2022-09-24 00:12:31+00:00,https://twitter.com/Nnaledingcolosi/status/1573465366042378260,Nnaledingcolosi,Twitter for Android,,Phyna is Chasing Groovy away 😂😂 #BBNaija,8,0,0,1
2022-09-24 00:12:28+00:00,https://twitter.com/Simply_Tessy/status/1573465352368947204,Simply_Tessy,Twitter for iPhone,"Lagos, Nigeria",Make this show do end so this two can get on with their marriage plans cos this is supposed to be family affair wey we no need #Shella #BBNajiaS7 #BBNaija,9,0,0,0
2022-09-24 00:12:19+00:00,https://twitter.com/Kemz_official/status/1573465316998389760,Kemz_official,Twitter for iPhone,,"Awwn she loves my boy till death and no matter what she will forgive him. Ribbons will burn in hell today, their queen don strike them Lmao, I’m just happy my big Sheggz never embarrasses me  #BBNaija",40,9,2,5
2022-09-24 00:12:14+00:00,https://twitter.com/RealLeoSaint/status/1573465294806319107,RealLeoSaint,Twitter for Android,Nigeria,Bryann dey lit ... alcohol na ur mate #BBNaija,9,1,0,0
2022-09-24 00:12:10+00:00,https://twitter.com/owoupelek/status/1573465277156790273,owoupelek,Twitter for Android,Nigeria,Kayode what is happening in the white room? This agenda won't happen. #bbnaija,0,0,0,0
2022-09-24 00:12:07+00:00,https://twitter.com/mpanna_wammako/status/1573465264842211351,mpanna_wammako,Twitter for Android,"Johannesburg, South Africa","Bryann telling Adenkule and Daniella what any big brother fan knows, the winner of any season of BB is chosen the 1st week #BryannIsBack

#BBNaija",18,1,0,1
2022-09-24 00:12:06+00:00,https://twitter.com/Adunnipepper_/status/1573465263088992257,Adunnipepper_,Twitter for Android,vawulence headquaters ,"I really hope Adekunle is okay, he looks so lean #BBNajiaS7 #bbnaija #AdekunleOlopade𓃵",11,0,0,0
2022-09-24 00:12:05+00:00,https://twitter.com/JennyRocks26/status/1573465257057583127,JennyRocks26,Twitter for iPhone,,#bbnaija https://t.co/L2AQt713uG,1,0,0,0
2022-09-24 00:12:04+00:00,https://twitter.com/Favour20203968/status/1573465254834602001,Favour20203968,Twitter for iPhone,,Bella what’s this now  #BBNaija,3,0,0,0
2022-09-24 00:12:04+00:00,https://twitter.com/Ola_Midemi/status/1573465251214917632,Ola_Midemi,Twitter for iPhone,,@thisismaame @Amekbaby @BBNaija @DStvNg He has been nominating Adekunle back to back… The only day he didn’t nominate him was the Amaka saga,1,0,1,0
2022-09-24 00:12:02+00:00,https://twitter.com/mzzvarma/status/1573465245506469900,mzzvarma,Twitter for Android,Iykeresa Kingdom 💎,#BBNaija Groovy 😅 😅 😅  locate another bed please.,6,0,0,0
2022-09-24 00:11:58+00:00,https://twitter.com/sadick_famouz/status/1573465228871884800,sadick_famouz,Twitter for iPhone,Ghana/Kumasi,Manipulation is going on big Sheggz #BBNaija,2,0,0,0
2022-09-24 00:11:57+00:00,https://twitter.com/nellysexy25/status/1573465221913509900,nellysexy25,Twitter for Android,"Abuja, Nigeria","BRYANN IS SPECIAL 

And #BryannIsWinning 📌📌📌

#BBNaija",16,7,0,0
2022-09-24 00:11:57+00:00,https://twitter.com/Imissmymum/status/1573465221397725184,Imissmymum,Twitter for iPhone,Nigeria,"Co ask!!

Didn’t they see how they were forcing him to spill and then he said what happened cos there is no need to cover up since they will watch it when they come out 

He also accepted he f**ked up &amp; glad he was the one apologizing not her

#BBNaija https://t.co/UFsm6oLdOw",4,0,0,0
2022-09-24 00:11:56+00:00,https://twitter.com/lishaOclock/status/1573465221120786441,lishaOclock,Twitter for iPhone,Zion,"Bella: I can love you to death but I can choose death over that
Me: there’s hope #BBNaija",35,10,4,3
2022-09-24 00:11:56+00:00,https://twitter.com/amahle73099069/status/1573465217501102080,amahle73099069,Twitter for Android,,Thank you Kayodee #bbnaija,1,0,0,0
2022-09-24 00:11:55+00:00,https://twitter.com/riri_ems/status/1573465213109665796,riri_ems,Twitter for Android,,This is so disgusting ah. Is it normal for me to be this disgusted #BBNaija,15,3,0,5
2022-09-24 00:11:52+00:00,https://twitter.com/SexyAmebo/status/1573465203668357121,SexyAmebo,Twitter Web App,Twitter Headquarters,"Ohhhhhhhhh cameraman please remove the camera from Sheggz and Bella. What is all these? Same conversation every time......phew!

😬😬😬😬😬😬😬😬😬😬

#BBNaija #Phyna #GroovyMono #PhynaTheElephant𓃰",4,0,0,2
2022-09-24 00:11:46+00:00,https://twitter.com/AllaboutGroophy/status/1573465178007535625,AllaboutGroophy,Twitter for iPhone,United States,"Let it be known that Groovy’s sexual fantasy IS “having sex WITH Phyna”!!
Carry on #BBNaija  #GroovyMono𓃵 #Phyna𓃰 #GrooPhy",30,1,1,0
2022-09-24 00:11:41+00:00,https://twitter.com/oldmusicsoull/status/1573465155437985816,oldmusicsoull,Twitter Web App,,Story story man is back....oh lawd I tire😒😒 #BBNaija,6,0,0,1
2022-09-24 00:11:38+00:00,https://twitter.com/HappyAkiri/status/1573465144985780237,HappyAkiri,Twitter for Android,"Delta, Nigeria","@Bigsisternaijaa Aren't you tired clout chaser😂😂😂

CHI CHI THE CLOUT 
#Chinenyewaokoebor 
#BBNAIJA",3,0,0,0
2022-09-24 00:11:34+00:00,https://twitter.com/LittleMissJayH/status/1573465128363753486,LittleMissJayH,Twitter for iPhone,,"Groovy your madam say make you change bed after praying, e be like she and prayer no Dey in good terms 🤣🤣🤣🤣🤣 #bbnaija",6,0,0,1
2022-09-24 00:11:34+00:00,https://twitter.com/Sneh_Mangena/status/1573465126585368588,Sneh_Mangena,Twitter Web App,South Coast,"I'm now realizing that Segun singing ""Bella is rude ,Bella is rude , bella is ride "" is his strategy in case he leaves on sunday omoooo !! #BBNAIJA",13,1,0,2
2022-09-24 00:11:33+00:00,https://twitter.com/Henrie80/status/1573465122743386124,Henrie80,Twitter for Android,,@BBNaija @CaptainMorganNG Pls show phyna and groovy,7,0,0,0
2022-09-24 00:11:32+00:00,https://twitter.com/t_beckky/status/1573465117123018758,t_beckky,Twitter for iPhone,,And his useless fans will come out and say she’s rude without providing a single video of her being rude to him. He constantly disrespect her and say horrible things to her and we have plenty video to prove it. #bbnaija,16,1,0,0
2022-09-24 00:11:23+00:00,https://twitter.com/amahle73099069/status/1573465079613358090,amahle73099069,Twitter for Android,,Bella is annoying honestly #bbnaija https://t.co/dzpCqeRpOK,3,0,0,0
2022-09-24 00:11:21+00:00,https://twitter.com/GinaConsult/status/1573465071795175436,GinaConsult,Twitter for iPhone,,I understand Sheggz point but his delivery is not it or him not looking at the entire truth. I actually hope the people around Sheggz would let him know when the show is over that once u say certain things about her infront of others they can equally use it against her #BBNaija,5,0,4,1
2022-09-24 00:11:18+00:00,https://twitter.com/Queenkirah7/status/1573465059619127296,Queenkirah7,Twitter for Android,,@BBNaija Awwwww big baby bri just released a song wit 4slice of bread with his soothing voice ☺️,1,0,0,0
2022-09-24 00:11:15+00:00,https://twitter.com/leykan_31/status/1573465045429780481,leykan_31,Twitter for iPhone,,"How many Hermes stickers have you got?
#bbnaija #BBNaijaLevelUp",2,0,0,0
2022-09-24 00:11:13+00:00,https://twitter.com/Sasha_shaaaa/status/1573465039197044757,Sasha_shaaaa,Twitter for Android,,@GOLD_Linee @okeowoabiodun5 @BBNaija BBN fans ona too dey do mtcheww 🙄,0,0,0,0
2022-09-24 00:11:02+00:00,https://twitter.com/Ben_radia_/status/1573464991633637383,Ben_radia_,Twitter for Android,Earth ,So if bryann is right why was beauty disqualified then ???? She was the girl they would have kept her #BBNaija,7,0,0,2
2022-09-24 00:11:00+00:00,https://twitter.com/HassanB95624035/status/1573464984918556692,HassanB95624035,Twitter for iPhone,,"Ahhh Groovy please pick another bed!😭😭 Don’t fall for temptation😂
#Bbnaija",4,0,0,0
2022-09-24 00:11:00+00:00,https://twitter.com/nellysexy25/status/1573464984759173124,nellysexy25,Twitter for Android,"Abuja, Nigeria","BRYANN IS SPECIAL 

And #BryannIsWinning 📌📌📌

#BBNaija https://t.co/oTGespOP3M",4,1,0,0
2022-09-24 00:10:59+00:00,https://twitter.com/Triciaduchess/status/1573464979751174156,Triciaduchess,Twitter for Android,,"One minute they're cold, the next they're hot. Abeg I don tire
#BBNaija https://t.co/Z2J5D7Amyo",3,0,0,1
2022-09-24 00:10:55+00:00,https://twitter.com/booglitchh/status/1573464963888316440,booglitchh,Twitter for iPhone,,#BBNaija My Hermes u are saved noo😘no think am at all,3,0,0,0
2022-09-24 00:10:54+00:00,https://twitter.com/Ariikeade3/status/1573464957957570595,Ariikeade3,Twitter for iPhone,Egypt ,"In all of this going on,I love how sheggz is giving everybody headache 😂😂😂😂#sheggzfc will be defending and my guy will drop another banger for people to drag him with again😂😂😂

#sheggzfc
#bbnaija",27,7,0,0
2022-09-24 00:10:48+00:00,https://twitter.com/KiddwayaErica/status/1573464932032675841,KiddwayaErica,Twitter for iPhone,,"Till death ke 😃😂
God Abeg #BBNaija #Shella",3,0,0,1
2022-09-24 00:10:41+00:00,https://twitter.com/VIRGROOVE/status/1573464904794767369,VIRGROOVE,Twitter for iPhone,Groovy’s pinkhair,"Groovy praying 🙏🏽 
#BBNaija https://t.co/yQwYh8bpjp",71,13,0,0
2022-09-24 00:10:32+00:00,https://twitter.com/BadBoyKelani/status/1573464865187954710,BadBoyKelani,Twitter Web App,"Staten Island , NY ",@Toyosibash1 Why bro ? What happened pls ? #bbnaija,0,0,0,0
2022-09-24 00:10:32+00:00,https://twitter.com/nellysexy25/status/1573464865036959758,nellysexy25,Twitter for Android,"Abuja, Nigeria",Kayode take us back to bryann abeg #bbnaija,14,2,0,0
2022-09-24 00:10:14+00:00,https://twitter.com/SexyAmebo/status/1573464789635956747,SexyAmebo,Twitter Web App,Twitter Headquarters,"The cameraman should go back to Bryann lets hear him very well.

I think these housemates know Phyna will win the show. Especially as she is doing what whitemoney did last season.

#BBNaija #Phyna #GroovyMono #PhynaTheElephant𓃰",5,0,1,4
2022-09-24 00:10:07+00:00,https://twitter.com/Nnaledingcolosi/status/1573464761588645896,Nnaledingcolosi,Twitter for Android,,Groovymono a man who never forgets to Pray 😂😂 #BBNaija,10,0,0,0
2022-09-24 00:10:06+00:00,https://twitter.com/Nontu2ko101/status/1573464759646789634,Nontu2ko101,Twitter for Android,South Africa,"Truth or Dare game is not for ships 
#BBNaija",0,0,0,0
2022-09-24 00:10:05+00:00,https://twitter.com/Viola_Kizz/status/1573464754777096205,Viola_Kizz,Twitter for Android,unknown ,@bryannonly Wish you guys luck 🙏 Champs love you all. Good luck to BRYANN #BBNAIJA,7,0,0,0
2022-09-24 00:10:04+00:00,https://twitter.com/GOLD_Linee/status/1573464748070404126,GOLD_Linee,Twitter for Android,,@okeowoabiodun5 @BBNaija Which Oda content pigna v apart from being loud like a market woman she really is? She really need cleanup 💀 https://t.co/AgtpgFJqIQ,1,0,0,2
2022-09-24 00:10:02+00:00,https://twitter.com/Vee93797454/status/1573464740600348684,Vee93797454,Twitter for Android,,"""I love you to death"" Bella don't annoy me #Bbnaija",7,0,0,5
2022-09-24 00:09:58+00:00,https://twitter.com/mimi_naana/status/1573464725551202304,mimi_naana,Twitter for iPhone,"Accra, Ghana",Ahhh who’s managing her or managing her account? This is disgraceful 😂😂 if this girl enter 9th she would have added it nawa ooo #bbnaija https://t.co/yHuteHayCT,2,0,0,1
2022-09-24 00:09:45+00:00,https://twitter.com/Overrated_7/status/1573464670802935810,Overrated_7,Twitter for iPhone,,"Yes. 
CAPTAIN BRYANN.  pass it on and follow me here 🔥#Bbnaija",9,2,0,0
2022-09-24 00:09:44+00:00,https://twitter.com/SymplyMeghan/status/1573464666365362181,SymplyMeghan,Twitter for Android,Prick's $20M Mansion💁🏾,"Kayode knew what he was doing removing that conversation with Bryann, Dani and Adekunle
Him no wan cast biggie and the production crew💀
#bbnaija",24,4,1,5
2022-09-24 00:09:42+00:00,https://twitter.com/malebogozibani1/status/1573464657267916826,malebogozibani1,Twitter for Android,,"Bryann wan scare Ade...he say people normally choose their people on the first weeks and level 1 never tasted eviction before the merge😂😂

CAPTAIN BRYANN 
#BryannOurWinner 
#BryannTheContent 
#BryannX100M 
#BryannOnly 
#Bryann𓃵 
#BBNaija",25,2,0,3
2022-09-24 00:09:41+00:00,https://twitter.com/Vee93797454/status/1573464652402524170,Vee93797454,Twitter for Android,,I think they lost the wager BC he wanted Chi chi to cry #Bbnaija,7,1,0,0
2022-09-24 00:09:34+00:00,https://twitter.com/joy_peters___/status/1573464623629598744,joy_peters___,Twitter for iPhone,,Please you guys should be aware of these fake accounts calling themselves Phyna fans… they are for Bryan becareful #BBNaija @unusualphyna https://t.co/H8ZXOrNvfy,2,2,0,0
2022-09-24 00:09:32+00:00,https://twitter.com/Triciaduchess/status/1573464615421460480,Triciaduchess,Twitter for Android,,"Dem don start 🤣🤣🤣🤣🤣🤣
#BBNaija",7,0,0,1
2022-09-24 00:09:26+00:00,https://twitter.com/filled_popcorn/status/1573464589840285712,filled_popcorn,Twitter for iPhone,paris she/her,someone said groovy will press every part of phyna’s body all day then kneel down to pray at night and continue his pressing after prayer #bbnaija,51,4,0,11
2022-09-24 00:09:17+00:00,https://twitter.com/LittleMissJayH/status/1573464551667924993,LittleMissJayH,Twitter for iPhone,,Groovy still they pray 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 baba they remember it once in a while #bbnaija,1,0,0,3
2022-09-24 00:09:12+00:00,https://twitter.com/weirdxtract/status/1573464531849838597,weirdxtract,Twitter for iPhone,,Is Hermes feeling eviction fever or he just sad they lost the wager? #BBNaija,4,0,0,1
2022-09-24 00:09:07+00:00,https://twitter.com/KumzMedia/status/1573464512165924865,KumzMedia,Twitter for iPhone,,"@its__moi___ @world_eazy @BBNaija @DStvNg Like we care, anything wey him wan achieve may hn achieve, accept it dotun said he’s sneaky, that’s all no shade no hate",0,0,0,1
2022-09-24 00:09:04+00:00,https://twitter.com/Demiiii828/status/1573464498790334483,Demiiii828,Twitter for Android,,"I won't be surprised if she adds ""Most wanted girl"" to her bio atp😂
#BBNaija https://t.co/49btMh4kAw",6,0,0,2
